"X","Y","src_geo","clc_quartier","clc_secteur","id_arbre","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_situation","dte_plantation","age_estim","clc_nbr_diag","dte_abattage","nomfrancais","feuillage","remarquable"
"1721299.8115","8296096.7541","Orthophoto","Quartier de l'europe","Rue d'alembert","9","13","3",75,"En place","Adulte","Groupe","",50,0,NA,"Betpen","Feuillu","Non"
"1719564.7278","8295488.1379","Orthophoto","Quartier du vermandois","Rue d'artois","9","6","2",68,"En place","Adulte","Alignement","",30,0,NA,"Malpereve","Feuillu","Non"
"1720854.211","8294771.1927","Orthophoto","Quartier remicourt","Rue de baudreuil","9","17","5",126,"En place","Adulte","Alignement","",50,0,NA,"Robpse","Feuillu","Non"
"1719130.0914","8294341.8477","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","9","7","3",120,"Supprimé","Adulte","Alignement","",50,0,2019-11-30,"Tilcor","Feuillu","Non"
"1721794.1936","8292921.8919","Orthophoto","Quartier du faubourg d'isle","Rue de la croix saint-claude","9","7","2",65,"En place","Jeune","Alignement","",20,0,NA,"Corcol","Feuillu","Non"
"1722164.2838","8292383.8844","Orthophoto","Quartier du faubourg d'isle","Rue de la fère","9","4","2",55,"Supprimé","Adulte","Alignement","",25,0,2017-10-31,"Pruser","Feuillu","Non"
"1719119.6015","8296169.1856","Orthophoto","Quartier du vermandois","Rue de lille","9","14","3",65,"En place","Adulte","Groupe","",30,0,NA,"Betpen","Feuillu","Non"
"1719369.6546","8293122.021","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","9","10","5",150,"En place","Adulte","Alignement","",50,1,NA,"Tilcor","Feuillu","Non"
"1720019.2233","8295052.1713","Orthophoto","Quartier saint-jean","Rue de phalsbourg","9","5","3",185,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1720734.3573","8293406.2965","Orthophoto","Quartier du centre-ville","Rue de tour-y-val","9","10","2",100,"En place","Adulte","Alignement","",50,0,NA,"Carbetfas","Feuillu","Non"
"1719976.8558","8296214.5777","Orthophoto","Quartier saint-jean","Rue des anciens combattants en afrique du nord","9","20","2",230,"Supprimé","Adulte","Alignement","",50,2,2017-08-31,"Popnigita","Feuillu","Non"
"1721778.9473","8295643.6774","Orthophoto","Quartier de l'europe","Rue des frères lumière","9","18","3",140,"En place","Adulte","Isolé","",45,0,NA,"Robpse","Feuillu","Non"
"1721623.7094","8295934.1173","Orthophoto","Quartier de l'europe","Rue du capitaine dumont","9","18","5",140,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1720272.0149","8293592.6821","Orthophoto","Quartier du centre-ville","Rue du colonel driant","9","25","4",210,"En place","Adulte","Alignement","",50,1,NA,"Popnigita","Feuillu","Non"
"1719238.3289","8294189.9329","Orthophoto","Quartier saint-martin - oëstres","Rue du commandant charcot","9","17","3",135,"En place","Adulte","Isolé","",30,0,NA,"Betpen","Feuillu","Non"
"1719249.5487","8295077.9777","Orthophoto","Quartier du vermandois","Rue du commandant jacques-yves cousteau","9","7","1",117,"En place","Adulte","Alignement","",15,NA,NA,"Pinnignig","Conifère","Non"
"1721881.4645","8293159.1215","Orthophoto","Quartier du faubourg d'isle","Rue du général leclerc","9","7","2",40,"En place","Jeune","Alignement","",15,0,NA,"Sorari","Feuillu","Non"
"1721596.5195","8293462.5585","Orthophoto","Quartier du faubourg d'isle","Rue du maréchal foch","9","7","4",45,"En place","Jeune","Alignement","",25,0,NA,"Fraangray","Feuillu","Non"
"1719809.9093","8293673.6697","Orthophoto","Quartier saint-martin - oëstres","Rue du parvis st martin","9","8","3",160,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1720078.9375","8294982.7317","Orthophoto","Quartier saint-jean","Rue emile billon","9","5","4",215,"En place","Adulte","Alignement","",80,0,NA,"Tiltom","Feuillu","Non"
"1719290.4164","8294383.5338","Orthophoto","Quartier saint-martin - oëstres","Rue emile et raymond pierret prolongé","9","8","2",64,"En place","Jeune","Isolé","",20,0,NA,"Tilcor","Feuillu","Non"
"1721733.9135","8292924.0602","Orthophoto","Quartier du faubourg d'isle","Rue emile rousseau","9","5","3",140,"En place","Adulte","Groupe","",30,0,NA,"Aeship","Feuillu","Non"
"1719715.5543","8295160.3425","Orthophoto","Quartier saint-jean","Rue emilie et raymond pierret","9","6","2",51,"En place","Jeune","Alignement","",15,0,NA,"Tilcor","Feuillu","Non"
"1721239.9131","8293789.2259","Orthophoto","Quartier remicourt","Rue etat major","9","5","2",50,"En place","Jeune","Alignement","",20,0,NA,"Carbet","Feuillu","Non"
"1721646.2766","8296218.4748","Orthophoto","Quartier de l'europe","Rue fleming","9","15","3",160,"En place","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1720926.5918","8295454.4992","Orthophoto","Quartier remicourt","Rue fournier","9","8","1",30,"En place","Jeune","Alignement","2013/04/01 00:00:00+00",10,0,NA,"Metgly","Conifère","Non"
"1719172.6749","8293268.0318","Orthophoto","Quartier saint-martin - oëstres","Rue françois mitterrand","9","6","2",41,"Essouché","Jeune","Alignement","",20,0,2015-08-01,"Sorauc","Feuillu","Non"
"1720980.5704","8295483.8386","Orthophoto","Quartier remicourt","Rue gaston bonnier","9","6","2",30,"En place","Jeune","Alignement","",15,0,NA,"Fraexc","Feuillu","Non"
"1721666.5046","8295683.2923","Orthophoto","Quartier de l'europe","Rue gay lussac","9","17","3",110,"Essouché","Adulte","Groupe","",35,0,2013-10-01,"Pinnignig","Conifère","Non"
"1721557.786","8295856.2242","Orthophoto","Quartier de l'europe","Rue geoffroy saint-hilaire","9","9","3",105,"En place","Adulte","Alignement","",30,0,NA,"Acepla","Feuillu","Non"
"1722163.8865","8295334.035","Orthophoto","Quartier remicourt","Rue georges brassens","9","14","2",150,"En place","Adulte","Alignement","",30,0,NA,"Acepla","Feuillu","Non"
"1721433.0804","8295673.026","Orthophoto","Quartier de l'europe","Rue georges cuvier","9","12","2",90,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1721517.8015","8295895.644","Orthophoto","Quartier de l'europe","Rue gustave eiffel","9","14","3",185,"En place","Adulte","Groupe","",40,0,NA,"Aeship","Feuillu","Non"
"1721841.5017","8295883.792","Orthophoto","Quartier de l'europe","Rue henri barbusse","9","20","4",110,"En place","Adulte","Groupe","",35,0,NA,"Betpen","Feuillu","Non"
"1721237.9895","8295728.3714","Orthophoto","Quartier de l'europe","Rue hertz","9","4","2",60,"En place","Adulte","Alignement","",30,0,NA,"Maltor","Feuillu","Non"
"1721948.7287","8295151.4034","Orthophoto","Quartier remicourt","Rue jacky tabar","9","6","2",19,"En place","Jeune","Alignement","",5,0,NA,"Gletrisun","Feuillu","Non"
"1722937.1435","8293018.9471","Orthophoto","Quartier de neuville","Rue jacques blanchot","9","15","6",151,"En place","Adulte","Alignement","",45,0,NA,"Plaace","Feuillu","Non"
"1721475.0359","8293071.4929","Orthophoto","Quartier du faubourg d'isle","Rue jean cocteau","9","7","2",60,"En place","Adulte","Alignement","",20,0,NA,"Corcol","Feuillu","Non"
"1718868.7662","8293016.1133","Orthophoto","Quartier saint-martin - oëstres","Rue jean falloux","9","9","2",70,"En place","Adulte","Groupe","",20,0,NA,"Pinnignig","Conifère","Non"
"1721089.0961","8295629.9829","Orthophoto","Quartier de l'europe","Rue joliot curie","9","9","2",95,"En place","Adulte","Alignement","",40,0,NA,"Acepla","Feuillu","Non"
"1721870.3049","8295703.6019","Orthophoto","Quartier de l'europe","Rue laplace","9","24","4",200,"Supprimé","Adulte","Groupe","",40,1,2018-09-30,"Popeurrob","Feuillu","Non"
"1722815.5477","8292913.0305","Orthophoto","Quartier de neuville","Rue leon lemire","9","10","2",100,"En place","Adulte","Alignement","",25,0,NA,"Aceneg","Feuillu","Non"
"1721792.943","8295743.2828","Orthophoto","Quartier de l'europe","Rue louis galvani","9","13","3",125,"En place","Adulte","Alignement","",45,0,NA,"Plaace","Feuillu","Non"
"1718537.7009","8295018.3022","Orthophoto","Quartier saint-martin - oëstres","Rue marcel paul","9","12","3",131,"En place","Adulte","Alignement","",50,NA,NA,"Tilcor","Feuillu","Non"
"1720944.5901","8295624.9433","Orthophoto","Quartier de l'europe","Rue marconi","9","35","5",165,"En place","Adulte","Groupe","",50,1,NA,"Popcan","Feuillu","Non"
"1721372.4208","8295640.8029","Orthophoto","Quartier de l'europe","Rue mariotte","9","14","2",125,"En place","Adulte","Groupe","",30,0,NA,"Tilcor","Feuillu","Non"
"1718714.0561","8295574.0287","Orthophoto","Quartier du vermandois","Rue paul-emile victor","9","7","1",96,"En place","Adulte","Alignement","",15,NA,NA,"Pinwal","Conifère","Non"
"1719350.8654","8295106.1133","Orthophoto","Quartier du vermandois","Rue paul codos","9","8","3",86,"En place","Adulte","Groupe","",15,NA,NA,"Pinnignig","Conifère","Non"
"1722937.2367","8292648.4921","Orthophoto","Quartier de neuville","Rue raoul huguet","9","12","4",132,"Remplacé","Adulte","Alignement","",40,0,2017-10-31,"Pinnignig","Conifère","Non"
"1718852.7958","8292868.2317","Orthophoto","Quartier saint-martin - oëstres","Rue roland garros","9","14","4",150,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1718956.6902","8295622.0738","Orthophoto","Quartier du vermandois","Rue salvador allende","9","10","3",78,"En place","Adulte","Groupe","",20,0,NA,"Liqsty","Feuillu","Non"
"1718888.8634","8295426.2401","Orthophoto","Quartier du vermandois","Rue théodore monod","9","6","2",75,"En place","Jeune","Alignement","",15,NA,NA,"Pinsyl","Conifère","Non"
"1718441.8383","8295451.7325","Orthophoto","Quartier du vermandois","Serpentine nord","9","8","3",95,"En place","Jeune","Groupe","",15,NA,NA,"Pruavi","Feuillu","Non"
"1718906.5047","8295265.5128","Orthophoto","Quartier du vermandois","Serpentine sud","9","10","2",82,"En place","Jeune","Groupe","",15,NA,NA,"Pinwal","Conifère","Non"
"1720619.3079","8295351.4689","Orthophoto","Quartier saint-jean","Square alfred clin","9","5","2",85,"En place","Adulte","Alignement","",20,0,NA,"Prucerpis","Feuillu","Non"
"1720294.145","8294146.004","Orthophoto","Quartier du centre-ville","Square andré malraux","9","9","2",80,"En place","Adulte","Alignement","",50,0,NA,"Aceneg","Feuillu","Non"
"1720893.7238","8294385.1989","Orthophoto","Quartier du centre-ville","Square churchill","9","18","3",160,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721509.8976","8295985.0206","Orthophoto","Quartier de l'europe","Square de kaiserlautern","9","9","3",75,"En place","Adulte","Alignement","",40,0,NA,"Tilcor","Feuillu","Non"
"1721684.4583","8295856.5451","Orthophoto","Quartier de l'europe","Square des marronniers","9","27","12",310,"Essouché","Adulte","Groupe","",100,2,2018-09-30,"Popalb","Feuillu","Non"
"1721283.5645","8294013.8995","Orthophoto","Quartier remicourt","Square marché franc","9","13","4",125,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1720903.5003","8294255.3934","Orthophoto","Quartier du centre-ville","Square quentin de la tour","9","9","2",170,"Supprimé","Adulte","Alignement","",50,0,2017-05-31,"Acepse","Feuillu","Non"
"1719575.4846","8293357.9675","Orthophoto","Quartier saint-martin - oëstres","Square rocourt","9","5","2",17,"En place","Jeune","Isolé","",10,0,NA,"Acepse","Feuillu","Non"
"1719971.8463","8293820.6132","Orthophoto","Quartier saint-martin - oëstres","Square romain tricoteaux","9","10","3",115,"En place","Adulte","Groupe","",50,0,NA,"Cassat","Feuillu","Non"
"1720910.8001","8294309.4363","Orthophoto","Quartier du centre-ville","Square rue fréreuse","9","5","1",120,"Supprimé","Adulte","Groupe","",50,0,2017-07-31,"Pruser","Feuillu","Non"
"1719655.248","8295837.2756","Orthophoto","Quartier du vermandois","Stade cepy","9","13","5",95,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1719056.9671","8292938.8535","Orthophoto","Quartier saint-martin - oëstres","Stade gaston massot","9","21","9",145,"Supprimé","Adulte","Alignement","",50,2,2017-06-30,"Popcan","Feuillu","Non"
"1719988.2833","8294824.6321","Orthophoto","Quartier saint-jean","Stade municipal plein air","9","17","5",207,"En place","Adulte","Alignement","",45,0,NA,"Tilcor","Feuillu","Non"
"1719912.0603","8296453.012","Orthophoto","Quartier saint-jean","Stade paul debrésie","9","25","2",205,"Supprimé","Vieux","Alignement","",50,1,2018-06-30,"Popnigita","Feuillu","Non"
"1721703.4746","8296215.1689","Orthophoto","Omissy","Terrain aventure europe","9","21","5",135,"En place","Adulte","Alignement","",30,0,NA,"Popcan","Feuillu","Non"
"1722981.3778","8293099.6465","Orthophoto","Quartier de neuville","Terrain aventure neuville","9","10","3",130,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1721556.1495","8293674.6905","Orthophoto","Quartier du faubourg d'isle","Terrain de mini golf","9","4","1",157,"En place","Adulte","Alignement","",40,0,NA,"Salbab","Feuillu","Non"
"1722373.149","8293989.0211","Orthophoto","Quartier du faubourg d'isle","Verger du parc d'isle","9","4","1.5",44,"En place","Adulte","Groupe","",30,0,NA,"Prudomrei","Feuillu","Non"
"1719462.0641","8295102.1736","Orthophoto","Quartier du vermandois","Verger du théâtre de la manufacture","9","7","0",100,"En place","Adulte","Alignement","",40,0,NA,"Malcom","Feuillu","Non"
"1721435.9957","8292751.1821","","Quartier du faubourg d'isle","Zone industrielle st-lazare (bassin)","9","10","2",74,"En place","Jeune","Alignement","",20,NA,NA,"Corcol","Feuillu","Non"
"1722310.6439","8295150.1186","Orthophoto","Quartier remicourt","Auberge de jeunesse","90","11","5",125,"En place","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1719179.5187","8294977.9221","Orthophoto","Quartier du vermandois","Avenue archimède","90","7","0",125,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1720938.2308","8295569.335","Orthophoto","Quartier de l'europe","Avenue robert schuman","90","9","0",70,"Abattu","Adulte","Groupe","",25,0,NA,"Cupari","Conifère","Non"
"1721567.1031","8292808.3226","Orthophoto","Quartier du faubourg d'isle","Boulevard du docteur camille guérin","90","17","4",155,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1721269.5728","8294245.5494","Orthophoto","Quartier remicourt","Boulevard gambetta","90","7","2",47,"En place","Jeune","Alignement","",15,0,NA,"Liqsty","Feuillu","Non"
"1722131.3883","8293951.0563","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","90","10","0.5",75,"En place","Adulte","Isolé","",35,0,NA,"Fraexc","Feuillu","Non"
"1721060.344","8294691.6136","Orthophoto","Quartier remicourt","Parc des champs-elysées","90","24","12",240,"En place","Senescent","Groupe","",130,2,NA,"Tilcor","Feuillu","Oui"
"1721360.3264","8293550.6375","Orthophoto","Quartier du faubourg d'isle","Parvis gare","90","3","0",11,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Maltsc","Feuillu","Non"
"1718701.1562","8295206.3898","Orthophoto","Quartier du vermandois","Route d'amiens","90","8","2",55,"En place","Jeune","Alignement","",20,0,NA,"Tilcor","Feuillu","Non"
"1721468.2826","8296052.9469","Orthophoto","Quartier de l'europe","Rue boileau","90","11","3",140,"Abattu","Adulte","Isolé","",40,0,NA,"Acepla","Feuillu","Non"
"1719079.9411","8294351.1087","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","90","7","3",160,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1718632.7443","8292617.8629","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","90","10","4",120,"En place","Adulte","Alignement","",50,4,NA,"Tilcor","Feuillu","Non"
"1718970.4406","8295479.0313","Orthophoto","Quartier du vermandois","Rue théodore monod","90","6","1",83,"En place","Jeune","Groupe","",15,NA,NA,"Pinsyl","Conifère","Non"
"1718878.8973","8295264.6572","Orthophoto","Quartier du vermandois","Serpentine nord","90","8","2",80,"En place","Jeune","Groupe","",15,NA,NA,"Pinsyl","Conifère","Non"
"1719056.233","8294926.3991","Orthophoto","Quartier du vermandois","Serpentine sud","90","8","4",77,"En place","Jeune","Groupe","",15,NA,NA,"Pruavi","Feuillu","Non"
"1720002.414","8293840.5824","Orthophoto","Quartier saint-martin - oëstres","Square romain tricoteaux","90","6","2",40,"En place","Jeune","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1723422.5177","8293337.0586","Orthophoto","Harly","Stade marcel bienfait","90","20","2",165,"En place","Adulte","Alignement","",30,1,NA,"Popnigita","Feuillu","Non"
"1719974.5582","8296228.5074","Orthophoto","Quartier saint-jean","Stade paul debrésie","90","15","3",120,"En place","Adulte","Groupe","",30,0,NA,"Fraexc","Feuillu","Non"
"1721725.5569","8296349.773","Orthophoto","Omissy","Terrain aventure europe","90","7","2",105,"En place","Adulte","Alignement","",30,0,NA,"Acepla","Feuillu","Non"
"1723153.6817","8293078.8007","Orthophoto","Quartier de neuville","Terrain aventure neuville","90","5","0",31,"En place","Jeune","Isolé","",10,0,NA,"Fraorn","Feuillu","Non"
"1721590.1191","8292655.6334","","Quartier du faubourg d'isle","Zone industrielle st-lazare","90","10","2",75,"En place","Jeune","Alignement","",20,NA,NA,"Tilcor","Feuillu","Non"
"1722311.1723","8295153.0269","Orthophoto","Quartier remicourt","Auberge de jeunesse","91","15","6",135,"En place","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1719184.0292","8294972.8133","Orthophoto","Quartier du vermandois","Avenue archimède","91","7","0",140,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1720917.5449","8295555.0552","Orthophoto","Quartier remicourt","Avenue robert schuman","91","17","3",130,"En place","Adulte","Isolé","",40,0,NA,"Pinnignig","Conifère","Non"
"1721561.8281","8292810.5823","Orthophoto","Quartier du faubourg d'isle","Boulevard du docteur camille guérin","91","17","4",190,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1721270.5184","8294259.3559","Orthophoto","Quartier remicourt","Boulevard gambetta","91","7","2",50,"En place","Jeune","Alignement","",15,0,NA,"Liqsty","Feuillu","Non"
"1722154.4548","8293959.3221","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","91","6","2",65,"En place","Adulte","Isolé","",20,0,NA,"Amelam","Feuillu","Non"
"1721054.9238","8294692.9347","Orthophoto","Quartier remicourt","Parc des champs-elysées","91","24","12",275,"En place","Senescent","Groupe","",130,2,NA,"Tilcor","Feuillu","Oui"
"1721357.2833","8293547.3153","Orthophoto","Quartier du faubourg d'isle","Parvis gare","91","6","2",28,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Quecer","Feuillu","Non"
"1718713.6363","8295198.1692","Orthophoto","Quartier du vermandois","Route d'amiens","91","8","2",58,"En place","Jeune","Alignement","",20,0,NA,"Tilcor","Feuillu","Non"
"1721455.1768","8296046.7006","Orthophoto","Quartier de l'europe","Rue boileau","91","9","3",155,"En place","Adulte","Groupe","",40,0,NA,"Acepla","Feuillu","Non"
"1719089.9847","8294347.5548","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","91","7","3",125,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1718646.6591","8292627.7453","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","91","9","2",110,"En place","Adulte","Alignement","",50,2,NA,"Tilcor","Feuillu","Non"
"1718959.3626","8295469.6024","Orthophoto","Quartier du vermandois","Rue théodore monod","91","6","1",105,"En place","Jeune","Groupe","",15,NA,NA,"Pinsyl","Conifère","Non"
"1718884.2156","8295269.0957","Orthophoto","Quartier du vermandois","Serpentine nord","91","6","2",87,"En place","Jeune","Groupe","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719062.8234","8294923.5623","Orthophoto","Quartier du vermandois","Serpentine sud","91","7","1",105,"En place","Jeune","Groupe","",15,NA,NA,"Cedatlgla","Conifère","Non"
"1720000.3326","8293841.6063","Orthophoto","Quartier saint-martin - oëstres","Square romain tricoteaux","91","5","2",40,"En place","Jeune","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1723423.3118","8293331.6387","Orthophoto","Harly","Stade marcel bienfait","91","20","2",185,"En place","Adulte","Alignement","",30,1,NA,"Popnigita","Feuillu","Non"
"1719978.8535","8296235.1837","Orthophoto","Quartier saint-jean","Stade paul debrésie","91","15","1",120,"En place","Adulte","Groupe","",30,0,NA,"Acepse","Feuillu","Non"
"1721733.9115","8296349.404","Orthophoto","Omissy","Terrain aventure europe","91","13","4",118,"En place","Adulte","Alignement","",30,0,NA,"Betpen","Feuillu","Non"
"1721603.7726","8292652.0331","","Quartier du faubourg d'isle","Zone industrielle st-lazare","91","10","2",76,"En place","Jeune","Alignement","",20,NA,NA,"Tilcor","Feuillu","Non"
"1719187.6769","8294968.6819","Orthophoto","Quartier du vermandois","Avenue archimède","92","7","0",125,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1720948.0479","8295557.5383","Orthophoto","Quartier remicourt","Avenue robert schuman","92","13","4",75,"En place","Adulte","Groupe","",25,0,NA,"Betpen","Feuillu","Non"
"1721554.8082","8292813.6746","Orthophoto","Quartier du faubourg d'isle","Boulevard du docteur camille guérin","92","17","4",180,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1721271.4524","8294270.7693","Orthophoto","Quartier remicourt","Boulevard gambetta","92","8","2",50,"Essouché","Jeune","Alignement","",15,0,NA,"Liqsty","Feuillu","Non"
"1722166.484","8293961.9018","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","92","15","2",120,"Non essouché","Adulte","Isolé","",45,0,2016-03-01,"Liqsty","Feuillu","Non"
"1721048.975","8294693.9914","Orthophoto","Quartier remicourt","Parc des champs-elysées","92","21","12",195,"En place","Senescent","Groupe","",80,1,NA,"Tilcor","Feuillu","Oui"
"1721367.11","8293554.6871","Orthophoto","Quartier du faubourg d'isle","Parvis gare","92","6","2",32,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Quecer","Feuillu","Non"
"1718725.3232","8295189.9483","Orthophoto","Quartier du vermandois","Route d'amiens","92","8","2",63,"En place","Jeune","Alignement","",20,0,NA,"Tilcor","Feuillu","Non"
"1721457.4912","8296040.0252","Orthophoto","Quartier de l'europe","Rue boileau","92","7","3",80,"En place","Adulte","Groupe","",30,0,NA,"Sorauc","Feuillu","Non"
"1719126.4277","8294333.9944","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","92","7","3",165,"Supprimé","Adulte","Alignement","",50,0,2019-11-30,"Tilcor","Feuillu","Non"
"1718657.4026","8292635.3755","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","92","10","2",120,"En place","Adulte","Alignement","",50,2,NA,"Tilcor","Feuillu","Non"
"1718949.8835","8295461.4297","Orthophoto","Quartier du vermandois","Rue théodore monod","92","6","1",103,"En place","Jeune","Groupe","",15,NA,NA,"Pinsyl","Conifère","Non"
"1718896.7164","8295277.8372","Orthophoto","Quartier du vermandois","Serpentine nord","92","8","2",95,"En place","Jeune","Groupe","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719059.9999","8294918.4601","Orthophoto","Quartier du vermandois","Serpentine sud","92","9","3",47,"En place","Jeune","Groupe","",15,NA,NA,"Betutijac","Feuillu","Non"
"1720000.923","8293842.5538","Orthophoto","Quartier saint-martin - oëstres","Square romain tricoteaux","92","6","2",60,"En place","Jeune","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1723424.3043","8293325.8224","Orthophoto","Harly","Stade marcel bienfait","92","20","2",175,"En place","Adulte","Alignement","",30,1,NA,"Popnigita","Feuillu","Non"
"1719983.0846","8296228.5416","Orthophoto","Quartier saint-jean","Stade paul debrésie","92","15","5",80,"En place","Adulte","Groupe","",30,0,NA,"Acepse","Feuillu","Non"
"1721742.0539","8296353.5826","Orthophoto","Omissy","Terrain aventure europe","92","7","2",110,"En place","Adulte","Alignement","",30,0,NA,"Acepla","Feuillu","Non"
"1721672.8295","8292686.9802","","Quartier du faubourg d'isle","Zone industrielle st-lazare","92","8","2",60,"En place","Jeune","Isolé","",20,NA,NA,"Tilcor","Feuillu","Non"
"1719191.0481","8294964.8634","Orthophoto","Quartier du vermandois","Avenue archimède","93","7","0",125,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1720948.114","8295556.7121","Orthophoto","Quartier remicourt","Avenue robert schuman","93","9","2",60,"Supprimé","Adulte","Groupe","",25,0,2015-02-01,"Betpen","Feuillu","Non"
"1721549.2159","8292816.2515","Orthophoto","Quartier du faubourg d'isle","Boulevard du docteur camille guérin","93","17","5",165,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1721273.2015","8294290.0555","Orthophoto","Quartier remicourt","Boulevard gambetta","93","8","2",49,"En place","Jeune","Alignement","",15,0,NA,"Liqsty","Feuillu","Non"
"1722158.621","8293945.9712","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","93","20","2",180,"En place","Adulte","Groupe","",60,0,NA,"Acesac","Feuillu","Non"
"1721051.2208","8294704.4349","Orthophoto","Quartier remicourt","Parc des champs-elysées","93","22","12",265,"En place","Senescent","Groupe","",130,1,NA,"Tilcor","Feuillu","Oui"
"1721364.3174","8293548.9933","Orthophoto","Quartier du faubourg d'isle","Parvis gare","93","3","0",10,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Maltsc","Feuillu","Non"
"1718738.1206","8295180.8551","Orthophoto","Quartier du vermandois","Route d'amiens","93","8","2",53,"En place","Jeune","Alignement","",20,0,NA,"Tilcor","Feuillu","Non"
"1721373.8405","8295994.2029","Orthophoto","Quartier de l'europe","Rue boileau","93","20","3",155,"Essouché","Adulte","Isolé","",40,0,2018-09-30,"Betpen","Feuillu","Non"
"1719137.1314","8294330.0831","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","93","7","3",170,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1718672.5825","8292646.1565","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","93","10","4",145,"En place","Adulte","Alignement","",50,2,NA,"Tilcor","Feuillu","Non"
"1718943.9664","8295456.5995","Orthophoto","Quartier du vermandois","Rue théodore monod","93","6","1",83,"En place","Jeune","Groupe","",15,NA,NA,"Pinsyl","Conifère","Non"
"1718901.0337","8295281.2922","Orthophoto","Quartier du vermandois","Serpentine nord","93","8","2",100,"En place","Jeune","Groupe","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719083.3127","8294892.2416","Orthophoto","Quartier du vermandois","Serpentine sud","93","8","3",50,"En place","Jeune","Groupe","",15,NA,NA,"Betpen","Feuillu","Non"
"1719999.4841","8293844.4189","Orthophoto","Quartier saint-martin - oëstres","Square romain tricoteaux","93","8","2",65,"En place","Jeune","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1723425.3628","8293319.8737","Orthophoto","Harly","Stade marcel bienfait","93","20","2",185,"En place","Adulte","Alignement","",30,1,NA,"Popnigita","Feuillu","Non"
"1719988.6374","8296223.1226","Orthophoto","Quartier saint-jean","Stade paul debrésie","93","12","2",100,"En place","Adulte","Groupe","",30,0,NA,"Fraexc","Feuillu","Non"
"1721750.9369","8296354.9587","Orthophoto","Omissy","Terrain aventure europe","93","7","2",55,"En place","Jeune","Alignement","",20,0,NA,"Tilcor","Feuillu","Non"
